DATE,ITEM,NAME,SPEC,DRAWING,AC_CODE,WC_CODE,LOC,DEPT,VD_CODE,VD_NAME,UP,CUR,PURLT,ORDER_BAL,SAFETY_STOCK,ITEM_TYPE,UNIT,BEGIN_QTY,RECEIVE_QTY,ISSUE_QTY,STOCK_QTY,LAST_ISSUED_DATE,LAST_STOCK_IN_DATE
1/1/2025,SKU-0001,STEEL BAR,STE-001,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,,BT,0,14651,500,P,KGS,0,0,0,0,8/6/2026,28/8/2026
1/1/2025,SKU-0002,STEEL BAR,STE-004,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,88.15076627,BT,0,0,500,P,KGS,1519,14940,12490,3969,3/7/2025,18/7/2025
1/1/2025,SKU-0003,STEEL BAR,STE-003,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,15078,500,P,KGS,0,0,0,0,5/8/2026,31/8/2026
1/1/2025,SKU-0004,STEEL BAR,STE-004,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,0,0,P,KGS,0,0,0,0,6/6/2026,22/5/2026
1/1/2025,SKU-0005,STEEL BAR,STE-005,BP-2012O,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,0,0,P,KGS,0,0,0,0,11/5/2025,25/4/2025
1/1/2025,SKU-0006,STEEL BAR,STE-008,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,88.30226088,BT,0,0,500,P,KGS,2966,7504,8378,2092,3/7/2025,23/7/2025
1/1/2025,SKU-0007,STEEL BAR,STE-007,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,30977,500,P,KGS,0,0,0,0,4/8/2026,17/8/2026
1/1/2025,SKU-0008,STEEL BAR,STE-008,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,0,0,P,KGS,0,0,0,0,25/6/2026,17/6/2026
1/1/2025,SKU-0009,STEEL BAR,STE-009,BP-2000O      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,96.015,BT,0,0,0,P,KGS,278,0,0,278,5/9/2024,10/9/2025
1/1/2025,SKU-0010,STEEL BAR,STE-008,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,0,0,P,KGS,0,0,0,0,13/7/2026,13/7/2026
1/1/2025,SKU-0011,STEEL BAR,STE-0011,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,88.12663898,BT,0,0,0,P,KGS,1950,20156,18743,3363,3/7/2025,4/7/2025
1/1/2025,SKU-0012,STEEL BAR,STE-0010,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,21669,1000,P,KGS,0,0,0,0,5/8/2026,31/8/2026
1/1/2025,SKU-0013,STEEL BAR,STE-0010,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,0,1000,P,KGS,0,0,0,0,3/4/2026,29/4/2026
1/1/2025,SKU-0014,STEEL BAR,STE-0016,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,88.15989982,BT,0,0,0,P,KGS,3280,19536,18445,4371,31/3/2025,3/7/2026
1/1/2025,SKU-0015,STEEL BAR,STE-0015,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,46743,1000,P,KGS,0,0,0,0,5/8/2026,31/8/2026
1/1/2025,SKU-0016,STEEL BAR,STE-0016,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,87.705,BT,0,38000,1000,P,KGS,0,867,866,1,6/6/2026,15/7/2026
1/1/2025,SKU-0017,STEEL BAR,STE-0020,BP-2015C      N,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,0,0,P,KGS,0,0,0,0,29/3/2026,9/3/2026
1/1/2025,SKU-0018,STEEL BAR,STE-0016,BP-2012D,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,88.12478422,BT,0,0,0,P,KGS,11907,103822,102163,13567,5/5/2025,2/5/2025
1/1/2025,SKU-0019,STEEL BAR,STE-0019,BP-2012D      N,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,53100,3000,P,KGS,0,0,0,0,4/8/2026,31/8/2026
1/1/2025,SKU-0020,STEEL BAR,STE-0020,BP-2012D      N,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,0,3000,P,KGS,0,0,0,0,6/6/2026,11/5/2026
1/1/2025,SKU-0021,STEEL BAR,STE-0023,BP-2012D,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,88.14343689,BT,0,0,0,P,KGS,4598,36147,35048,5697,3/4/2025,3/4/2025
1/1/2025,SKU-0022,STEEL BAR,STE-0020,BP-2012D      N,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,61319,2000,P,KGS,0,0,0,0,5/8/2026,31/8/2026
1/1/2025,SKU-0023,STEEL BAR,STE-0023,BP-2012D      N,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,87.705,BT,0,0,2000,P,KGS,0,586,584,2,6/6/2026,12/5/2026
1/1/2025,SKU-0024,STEEL BAR,STE-0026,BP-2012D,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,88.16372025,BT,0,0,0,P,KGS,1465,9534,7965,3034,5/5/2025,23/5/2025
1/1/2025,SKU-0025,STEEL BAR,STE-0025,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,15100,1000,P,KGS,0,0,0,0,29/8/2026,30/8/2026
1/1/2025,SKU-0026,STEEL BAR,STE-0026,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,0,1000,P,KGS,0,0,0,0,6/6/2026,15/5/2026
1/1/2025,SKU-0027,STEEL BAR,STE-0027,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,88.23951366,BT,0,0,0,P,KGS,2077,7695,7179,2592,21/7/2025,16/7/2025
1/1/2025,SKU-0028,STEEL BAR,STE-0026,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,0,0,P,KGS,0,0,0,0,,31/8/2026
1/1/2025,SKU-0029,STEEL BAR,STE-0026,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,0,200,P,KGS,0,0,0,0,23/8/2026,26/6/2026
1/1/2025,SKU-0030,STEEL BAR,STE-0032,BP-2012D,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,88.31376006,BT,0,0,0,P,KGS,2502,7302,6840,2964,6/6/2025,27/6/2025
1/1/2025,SKU-0031,STEEL BAR,STE-0031,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,10861,500,P,KGS,0,0,0,0,5/8/2026,28/8/2026
1/1/2025,SKU-0032,STEEL BAR,STE-0032,BP-2012D      S,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,0,0,P,KGS,0,0,0,0,6/6/2026,5/6/2026
1/1/2025,SKU-0033,STEEL BAR,STE-0033,BP-2012O,4520AA,TN19,3,90,NIP262,Nippon Precision Bar,958.0412621,BT,0,0,0,P,KGS,0,54,54,0,,21/1/2025
1/1/2025,SKU-0034,STEEL BAR,STE-0036,BP-2012D,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,88.18545191,BT,0,0,0,P,KGS,3125,13424,13616,2933,5/5/2025,5/5/2025
1/1/2025,SKU-0035,STEEL BAR,STE-0035,BP-2012D      M,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,36918,500,P,KGS,0,0,0,0,5/8/2026,31/8/2026
1/1/2025,SKU-0036,STEEL BAR,STE-0036,BP-2012D      M,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,0,2000,P,KGS,0,0,0,0,20/5/2026,29/4/2026
1/1/2025,SKU-0037,STEEL BAR,STE-0039,BP-2012D      M,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,88.53644943,BT,0,0,500,P,KGS,352,3211,2282,1281,3/4/2025,21/7/2025
1/1/2025,SKU-0038,STEEL BAR,STE-0036,BP-2012D      M,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,10724,500,P,KGS,0,0,0,0,5/8/2026,28/8/2026
1/1/2025,SKU-0039,STEEL BAR,STE-0039,BP-2012D      M,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,0,0,P,KGS,0,0,0,0,20/5/2026,6/5/2026
1/1/2025,SKU-0040,STEEL BAR,STE-0040,BP-2012D      M,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,0,BT,0,0,0,P,KGS,0,0,0,0,,9/7/2025
1/1/2025,SKU-0041,STEEL BAR,STE-0041,BP-2012O      M,4520AA,TN19,3,90,NIP262,Nippon Precision Bar,0,BT,0,0,0,P,KGS,0,0,0,0,28/3/2026,25/4/2025
1/1/2025,SKU-0042,STEEL BAR,STE-0042,              M,4520AA,TN29,3,90,NIP262,Nippon Precision Bar,283.877,BT,0,0,0,P,KGS,132,0,0,132,26/9/2025,9/4/2024
1/1/2025,SKU-0043,STEEL COIL,STE-0043,BP-2010C      S,4520AH,CF19,3,90,NIP262,Nippon Precision Bar,0,BT,0,100000,4080,P,KGS,0,0,0,0,20/4/2021,6/4/2026
1/1/2025,SKU-0044,STEEL COIL,STE-0044,BP-2011       S,4520AH,CF19,3,90,NIP262,Nippon Precision Bar,92.13443925,BT,0,198837,2000,P,KGS,20230,117888,118628,19491,5/8/2026,31/8/2026
1/1/2025,SKU-0045,STEEL COIL,STE-0045,BP-2010C      S,4520AH,CF19,3,90,NIP262,Nippon Precision Bar,0,BT,0,137755,6030,P,KGS,0,0,0,0,9/4/2021,8/4/2026
1/1/2025,SKU-0046,STEEL COIL,STE-0046,BP-2011       S,4520AH,CF19,3,90,NIP262,Nippon Precision Bar,92.11474486,BT,0,144159,2000,P,KGS,20808,120288,120008,21087,5/8/2026,31/8/2026
1/1/2025,SKU-0047,STEEL COIL,STE-0047,BP-2010C      N,4520AH,CF19,3,90,NIP262,Nippon Precision Bar,0,BT,0,615400,9090,P,KGS,0,0,0,0,29/3/2026,14/5/2026
1/1/2025,SKU-0048,STEEL COIL,STE-0048,BP-2011       N,4520AH,CF19,3,90,NIP262,Nippon Precision Bar,92.0924334,BT,0,712134,10000,P,KGS,74998,488059,493910,69148,5/8/2026,31/8/2026
1/1/2025,SKU-0049,STEEL PIPE,STE-0049,BP-2007D      S,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,228.4069589,BT,0,1600,400,P,KGS,407,3323,2944,787,5/8/2026,27/8/2026
1/1/2025,SKU-0050,STEEL PIPE,STE-0050,BP-2007D      S,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,227.746461,BT,0,0,400,P,KGS,0,446,8,438,6/6/2026,3/1/2025
1/1/2025,SKU-0051,STEEL PIPE,STE-0051,BP-2007D      S,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,229.7953846,BT,0,14014,400,P,KGS,172,0,0,172,5/8/2026,20/8/2026
1/1/2025,SKU-0052,STEEL PIPE,STE-0052,BP-2007D      S,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,206.2801598,BT,0,11130,400,P,KGS,943,9045,7994,1994,5/8/2026,27/8/2026
1/1/2025,SKU-0053,STEEL PIPE,STE-0053,BP-2007D      S,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,206.4535302,BT,0,4100,400,P,KGS,1021,2702,3287,436,5/8/2026,27/8/2026
1/1/2025,SKU-0054,STEEL PIPE,STE-0054,BP-2007D      M,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,203.3235969,BT,0,5466,400,P,KGS,2638,14531,13958,3212,5/8/2026,20/8/2026
1/1/2025,SKU-0055,STEEL PIPE,STE-0055,BP-2007D      M,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,204.5480255,BT,0,49640,400,P,KGS,3788,1786,4880,695,6/6/2026,27/8/2026
1/1/2025,SKU-0056,STEEL PIPE,STE-0056,BP-2007D      M,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,223.7075472,BT,0,1100,400,P,KGS,2174,3068,3458,1784,5/8/2026,27/8/2026
1/1/2025,SKU-0057,STEEL PIPE,STE-0057,BP-2007D      M,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,205.071744,BT,0,0,400,P,KGS,0,1309,0,1309,3/4/2026,5/5/2026
1/1/2025,SKU-0058,STEEL PIPE,STE-0058,BP-2007D      M,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,0,BT,0,0,1000,P,KGS,0,0,0,0,29/4/2026,28/4/2026
1/1/2025,SKU-0059,STEEL PIPE,STE-0059,BP-2007D      M,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,0,BT,0,3900,400,P,KGS,0,0,0,0,6/7/2026,23/6/2026
1/1/2025,SKU-0060,STEEL PIPE,STE-0060,BP-2007D      M,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,0,BT,0,0,0,P,KGS,0,0,0,0,24/1/2023,26/3/2025
1/1/2025,SKU-0061,STEEL PIPE,STE-0061,BP-2007D      M,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,0,BT,0,0,400,P,KGS,0,0,0,0,6/6/2026,26/3/2025
1/1/2025,SKU-0062,STEEL PIPE,STE-0062,BP-2007D      M,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,217.8291857,BT,0,0,500,P,KGS,481,40,0,522,25/9/2025,3/1/2025
1/1/2025,SKU-0063,STEEL PIPE,STE-0063,BP-2007D      M,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,0,BT,0,0,0,P,KGS,0,0,0,0,9/10/2024,26/3/2025
1/1/2025,SKU-0064,STEEL PIPE,STE-0062,BP-2007D      M,4520AF,TN19,3,90,SUM330,Sumitomo Metal Solutions,0,BT,0,74,0,P,KGS,0,0,0,0,2/7/2026,25/8/2026
1/1/2025,SKU-0065,STEEL PIPE,STE-0065,BP-2007D      M,4520AF,TN19,3,90,MIN471,Minebea HQ,0,BT,0,2320,0,P,KGS,0,0,0,0,,5/8/2026
1/1/2025,SKU-0066,CERAMIC BALL,CER-0066,              N,4520BL,AS99,B2,90,MIN471,Minebea HQ,4820.023832,BT,0,0,0,P,KPS,209,0,209,0,24/8/2026,18/8/2026
1/1/2025,SKU-0067,CERAMIC BALL,CER-0067,              N,4520BL,AS99,B2,90,MIN471,Minebea HQ,4805.447256,BT,0,0,0,P,KPS,551,0,367,184,24/8/2026,22/7/2026
1/1/2025,SKU-0068,CERAMIC BALL,CER-0068,              N,4520BL,AS99,B2,90,MIN471,Minebea HQ,4827.655363,BT,0,687,0,P,KPS,307,0,205,102,24/8/2026,22/7/2026
1/1/2025,SKU-0069,CERAMIC BALL,CER-0069,              S,4520BL,AS99,B2,90,MIN471,Minebea HQ,2795.927063,BT,0,60,0,P,KPS,0,70,0,70,5/8/2026,22/7/2026
1/1/2025,SKU-0070,CERAMIC BALL,CER-0070,              S,4520BL,AS99,B2,90,MIN471,Minebea HQ,2830.917625,BT,0,120,0,P,KPS,22,35,44,14,5/8/2026,22/7/2026
1/1/2025,SKU-0071,CERAMIC BALL,CER-0071,              S,4520BL,AS99,B2,90,MIN471,Minebea HQ,2841.336913,BT,0,60,0,P,KPS,39,53,15,77,5/8/2026,27/5/2026
1/1/2025,SKU-0072,CERAMIC BALL,CER-0072,,4520BL,AS99,B2,90,MIN471,Minebea HQ,10658.55,BT,0,0,0,P,KPS,0,9,9,0,16/1/2025,15/1/2025
1/1/2025,SKU-0073,CERAMIC BALL,CER-0073,              S,4520BL,AS99,B2,90,MIN471,Minebea HQ,10255.44082,BT,0,96,0,P,KPS,8,8,8,8,5/8/2026,22/7/2026
1/1/2025,SKU-0074,CERAMIC BALL,CER-0074,              S,4520BL,AS99,4C,90,MIN471,Minebea HQ,0,BT,0,72,0,P,KPS,0,0,0,0,5/8/2026,31/7/2026
1/1/2025,SKU-0075,CERAMIC BALL,CER-0075,              S,4520BL,AS99,B2,90,MIN471,Minebea HQ,6873.770755,BT,0,0,0,P,KPS,14,0,0,14,5/8/2026,23/11/2020
1/1/2025,SKU-0076,CERAMIC BALL,CER-0076,              S,4520BL,AS99,B2,90,MIN471,Minebea HQ,6881.020113,BT,0,0,0,P,KPS,31,0,0,31,30/5/2026,22/5/2026
1/1/2025,SKU-0077,CERAMIC BALL,CER-0077,              S,4520BL,AS99,B2,90,MIN471,Minebea HQ,6865.55,BT,0,0,0,P,KPS,9,0,0,9,5/8/2026,23/11/2020
1/1/2025,SKU-0078,CERAMIC BALL,CER-0078,              M,4520BL,AS99,B2,90,MIN471,Minebea HQ,12715.57661,BT,0,0,0,P,KPS,33,0,4,28,5/8/2026,6/7/2026
1/1/2025,SKU-0079,CERAMIC BALL,CER-0079,              M,4520BL,AS99,B2,90,MIN471,Minebea HQ,12581.72744,BT,0,0,0,P,KPS,127,0,20,107,5/8/2026,22/7/2026
1/1/2025,SKU-0080,CERAMIC BALL,CER-0080,              M,4520BL,AS99,B2,90,MIN471,Minebea HQ,12817.47354,BT,0,0,0,P,KPS,54,0,28,27,5/8/2026,22/7/2026
1/1/2025,SKU-0081,CERAMIC BALL,CER-0081,              S,4520BL,AS99,B2,90,MIN471,Minebea HQ,3950.264056,BT,0,0,0,P,KPS,45,0,31,14,5/8/2026,18/9/2025
1/1/2025,SKU-0082,CERAMIC BALL,CER-0082,              S,4520BL,AS99,B2,90,MIN471,Minebea HQ,4081.658478,BT,0,0,0,P,KPS,67,0,19,48,5/8/2026,6/7/2026
1/1/2025,SKU-0083,CERAMIC BALL,CER-0083,              S,4520BL,AS99,B2,90,MIN471,Minebea HQ,4007.853625,BT,0,30,0,P,KPS,79,0,11,68,6/7/2026,6/7/2026
1/1/2025,SKU-0084,CERAMIC BALL,CER-0084,              N,4520BL,AS99,4C,90,MIN471,Minebea HQ,0,BT,0,320,0,P,KPS,0,0,0,0,24/8/2026,18/8/2026
1/1/2025,SKU-0085,CERAMIC BALL,CER-0085,              N,4520BL,AS99,B2,90,MIN471,Minebea HQ,4556.415254,BT,0,0,0,P,KPS,10,0,0,10,28/6/2026,25/6/2026
1/1/2025,SKU-0086,CERAMIC BALL,CER-0086,              S,4520BL,AS99,B2,90,MIN471,Minebea HQ,4882.31859,BT,0,47,0,P,KPS,71,53,25,99,24/8/2026,31/8/2026
1/1/2025,SKU-0087,CERAMIC BALL,CER-0087,              S,4520BL,AS99,4C,90,MIN471,Minebea HQ,4994.979196,BT,0,20,0,P,KPS,105,106,21,189,24/8/2026,8/7/2026
1/1/2025,SKU-0088,CERAMIC BALL,CER-0088,              S,4520BL,AS99,4C,90,MIN471,Minebea HQ,4560.773843,BT,0,220,0,P,KPS,48,53,11,90,10/6/2026,27/5/2026
1/1/2025,SKU-0089,BALL,BAL-0089,              S,4520BB,AS99,K1,90,MIC326,MicroSphere Precision Balls,129.45,BT,0,1800,300,P,KPS,283,1665,414,1535,29/8/2026,17/8/2026
1/1/2025,SKU-0090,BALL,BAL-0090,              S,4520BB,AS99,K1,90,MIC326,MicroSphere Precision Balls,129.45,BT,0,6800,840,P,KPS,776,7832,6624,1984,30/8/2026,31/8/2026
1/1/2025,SKU-0091,BALL,BAL-0091,              S,4520BB,AS99,K1,90,MIC326,MicroSphere Precision Balls,129.45,BT,0,11950,1000,P,KPS,1505,11408,10162,2751,24/8/2026,20/8/2026
1/1/2025,SKU-0092,BALL,BAL-0092,              S,4520BB,AS99,K1,90,MIC326,MicroSphere Precision Balls,129.45,BT,0,4609,840,P,KPS,480,4838,3175,2144,24/8/2026,25/8/2026
1/1/2025,SKU-0093,BALL,BAL-0093,              S,4520BB,AS99,K1,90,MIC326,MicroSphere Precision Balls,129.45,BT,0,700,300,P,KPS,148,1963,653,1458,23/8/2026,1/8/2026
1/1/2025,SKU-0094,BALL,BAL-0094,              S,4520BB,AS99,K2,90,MIC326,MicroSphere Precision Balls,87.75,BT,0,300,300,P,KPS,149,88,149,88,5/8/2026,6/8/2026
1/1/2025,SKU-0095,BALL,BAL-0095,              S,4520BB,AS99,K2,90,MIC326,MicroSphere Precision Balls,87.75,BT,0,600,300,P,KPS,440,264,217,487,12/8/2026,4/8/2026
1/1/2025,SKU-0096,BALL,BAL-0096,              S,4520BB,AS99,K2,90,MIC326,MicroSphere Precision Balls,87.75,BT,0,1100,0,P,KPS,345,704,1049,0,22/8/2026,27/8/2026
1/1/2025,SKU-0097,BALL,BAL-0097,SAMPLE        S,4520BB,AS99,K2,90,MIC326,MicroSphere Precision Balls,0,BT,0,0,0,P,KPS,0,0,0,0,,9/4/2026
1/1/2025,SKU-0098,BALL,BAL-0098,              S,4520BB,AS99,K2,90,MIC326,MicroSphere Precision Balls,87.75,BT,0,1702,1000,P,KPS,863,1065,1223,705,22/8/2026,10/8/2026
1/1/2025,SKU-0099,BALL,BAL-0099,              S,4520BB,AS99,L2,90,MIC326,MicroSphere Precision Balls,87.75,BT,0,3105,2000,P,KPS,1837,968,2170,634,15/8/2026,20/8/2026
1/1/2025,SKU-0100,BALL,BAL-00100,SAMPLE        S,4520BB,AS99,L2,90,MIC326,MicroSphere Precision Balls,0,BT,0,0,2000,P,KPS,0,0,0,0,,9/4/2026
1/1/2025,SKU-0101,BALL,BAL-00101,              S,4520BB,AS99,L2,90,MIC326,MicroSphere Precision Balls,87.75,BT,0,4703,2000,P,KPS,153,4620,4029,744,30/8/2026,27/8/2026
1/1/2025,SKU-0102,BALL,BAL-00102,              S,4520BB,AS99,L1,90,MIC326,MicroSphere Precision Balls,87.75,BT,0,3000,0,P,KPS,321,2024,1306,1039,24/8/2026,28/8/2026
1/1/2025,SKU-0103,BALL,BAL-00103,SAMPLE        S,4520BB,AS99,L1,90,MIC326,MicroSphere Precision Balls,0,BT,0,0,0,P,KPS,0,0,0,0,,9/4/2026
1/1/2025,SKU-0104,BALL,BAL-00104,              S,4520BB,AS99,L1,90,MIC326,MicroSphere Precision Balls,87.75,BT,0,4400,1500,P,KPS,1934,1848,3562,220,30/8/2026,20/8/2026
1/1/2025,SKU-0105,BALL,BAL-00105,              S,4520BB,AS99,L1,90,MIC326,MicroSphere Precision Balls,87.75,BT,0,5936,300,P,KPS,880,176,511,545,30/8/2026,24/8/2026
1/1/2025,SKU-0106,BALL,BAL-00106,              S,4520BB,AS99,L1,90,MIC326,MicroSphere Precision Balls,87.75,BT,0,900,300,P,KPS,493,290,493,290,16/8/2026,4/8/2026
1/1/2025,SKU-0107,BALL,BAL-00120,              S,4520BB,AS99,E2,90,MIC326,MicroSphere Precision Balls,92.1,BT,0,700,600,P,KPS,928,965,1544,349,28/8/2026,17/8/2026
1/1/2025,SKU-0108,BALL,BAL-00120,              S,4520BB,AS99,E2,90,MIC326,MicroSphere Precision Balls,92.1,BT,0,401,600,P,KPS,225,880,797,308,30/8/2026,25/8/2026
1/1/2025,SKU-0109,BALL,BAL-00120,              S,4520BB,AS99,F1,90,MIC326,MicroSphere Precision Balls,92.1,BT,0,600,600,P,KPS,519,1317,1570,267,24/8/2026,28/8/2026
1/1/2025,SKU-0110,BALL,BAL-00120,              S,4520BB,AS99,F1,90,MIC326,MicroSphere Precision Balls,92.1,BT,0,1200,600,P,KPS,158,1672,782,1048,10/8/2026,25/6/2026
1/1/2025,SKU-0111,BALL,BAL-00111,              S,4520BB,AS99,E2,90,MIC326,MicroSphere Precision Balls,92.1,BT,0,402,300,P,KPS,742,294,1015,21,30/8/2026,31/8/2026
1/1/2025,SKU-0112,BALL,BAL-00112,              S,4520BB,AS99,E2,90,MIC326,MicroSphere Precision Balls,92.1,BT,0,600,360,P,KPS,0,1143,268,875,6/7/2026,4/6/2026
1/1/2025,SKU-0113,BALL,BAL-00113,              S,4520BB,AS99,F2,90,MIC326,MicroSphere Precision Balls,92.1,BT,0,3500,600,P,KPS,1739,3168,3258,1649,24/8/2026,28/8/2026
1/1/2025,SKU-0114,BALL,BAL-00114,              S,4520BB,AS99,F2,90,MIC326,MicroSphere Precision Balls,92.1,BT,0,2300,800,P,KPS,667,2640,3034,273,25/8/2026,5/8/2026
1/1/2025,SKU-0115,BALL,BAL-00115,              S,4520BB,AS99,F2,90,MIC326,MicroSphere Precision Balls,92.1,BT,0,7400,2400,P,KPS,1171,6952,4841,3282,24/8/2026,27/8/2026
1/1/2025,SKU-0116,BALL,BAL-00116,              S,4520BB,AS99,F2,90,MIC326,MicroSphere Precision Balls,92.1,BT,0,4900,0,P,KPS,2521,2728,5144,106,27/8/2026,24/8/2026
1/1/2025,SKU-0117,BALL,BAL-00117,              S,4520BB,AS99,F1,90,MIC326,MicroSphere Precision Balls,92.1,BT,0,5500,1200,P,KPS,1265,3256,4301,220,24/8/2026,27/8/2026
1/1/2025,SKU-0118,BALL,BAL-00118,              S,4520BB,AS99,F1,90,MIC326,MicroSphere Precision Balls,92.1,BT,0,3700,0,P,KPS,1700,3344,2508,2536,20/8/2026,17/8/2026
1/1/2025,SKU-0119,BALL,BAL-00119,              S,4520BB,AS99,E2,90,MIC326,MicroSphere Precision Balls,92.1,BT,0,1363,360,P,KPS,326,721,666,380,30/8/2026,27/8/2026
1/1/2025,SKU-0120,BALL,BAL-00120,              S,4520BB,AS99,E2,90,MIC326,MicroSphere Precision Balls,92.1,BT,0,1300,400,P,KPS,750,0,750,0,11/8/2026,10/8/2026
1/1/2025,SKU-0121,BALL,BAL-00121,              M,4520BC,AS99,M1,90,MIN471,Minebea HQ,210.003281,BT,0,360,0,P,KPS,509,0,138,371,24/8/2026,10/8/2026
1/1/2025,SKU-0122,BALL,BAL-00122,2341Q         M,4520BD,AS99,I2,90,MIN471,Minebea HQ,222.5725444,BT,0,1540,500,P,KPS,2394,0,620,1773,24/8/2026,25/8/2026
1/1/2025,SKU-0123,BALL,BAL-00123,              M,4520BC,AS99,M1,90,MIN471,Minebea HQ,207.347853,BT,0,1800,0,P,KPS,1143,0,359,785,24/8/2026,12/5/2026
1/1/2025,SKU-0124,BALL,BAL-00124,2341R         M,4520BD,AS99,G1,90,MIN471,Minebea HQ,217.2058795,BT,0,7065,3000,P,KPS,4321,4981,3057,6244,24/8/2026,25/8/2026
1/1/2025,SKU-0125,BALL,BAL-00125,              M,4520BC,AS99,N2,90,MIN471,Minebea HQ,203.6662459,BT,0,2600,0,P,KPS,1544,0,349,1195,26/8/2026,10/8/2026
1/1/2025,SKU-0126,BALL,BAL-00126,              M,4520BD,AS99,A1,90,MIN471,Minebea HQ,216.0360392,BT,0,13520,6000,P,KPS,4690,8888,3354,10225,24/8/2026,21/7/2026
1/1/2025,SKU-0127,BALL,BAL-00127,              M,4520BC,AS99,M2,90,MIN471,Minebea HQ,202.9709916,BT,0,2500,0,P,KPS,1176,0,155,1021,24/8/2026,10/8/2026
1/1/2025,SKU-0128,BALL,BAL-00128,2341T         M,4520BD,AS99,H1,90,MIN471,Minebea HQ,215.7876695,BT,0,8610,4000,P,KPS,4738,2640,1703,5675,24/8/2026,25/8/2026
1/1/2025,SKU-0129,BALL,BAL-00129,              M,4520BC,AS99,M2,90,MIN471,Minebea HQ,250.6052446,BT,0,200,0,P,KPS,1344,0,20,1324,24/8/2026,10/6/2026
1/1/2025,SKU-0130,BALL,BAL-00130,              M,4520BD,AS99,I2,90,MIN471,Minebea HQ,220.9881017,BT,0,1350,500,P,KPS,3392,0,337,3054,24/8/2026,19/8/2026
