YEAR4,MONTH2,PART_NO,PROCESS,OK_QTY,NG_QTY,TYPE,PROCNAME,SERI,SIZE,AC_PROCESS
2026,3,2R-S1980HHATTP1,011A,300,0,2,A/F TN 6-SPIN IR SALE PART,2R-1980,SMALL,110
2026,7,2SF-608XZZ-N(TB),011A,300,0,2,A/F TN 6-SPIN IR SALE PART,2-608,SMALL,110
2026,2,2SFL-2090ZZN7ATTP93,011A,150000,0,2,A/F TN 6-SPIN IR SALE PART,2L-2090,SMALL,110
2026,3,2SFL-2090ZZN7ATTP93,011A,150000,0,2,A/F TN 6-SPIN IR SALE PART,2L-2090,SMALL,110
2026,4,2SFL-2090ZZN7ATTP93,011A,150000,0,2,A/F TN 6-SPIN IR SALE PART,2L-2090,SMALL,110
2026,5,2SFL-2090ZZN7ATTP93,011A,150000,0,2,A/F TN 6-SPIN IR SALE PART,2L-2090,SMALL,110
2026,2,2SFR-1980HHMTTP93,011A,210000,0,2,A/F TN 6-SPIN IR SALE PART,2R-1980,SMALL,110
2026,3,2SFR-1980HHMTTP93,011A,340000,0,2,A/F TN 6-SPIN IR SALE PART,2R-1980,SMALL,110
2026,4,2SFR-1980HHMTTP93,011A,182500,0,2,A/F TN 6-SPIN IR SALE PART,2R-1980,SMALL,110
2026,5,2SFR-1980HHMTTP93,011A,17500,0,2,A/F TN 6-SPIN IR SALE PART,2R-1980,SMALL,110
2026,6,2SFR-1980HHMTTP93,011A,82500,0,2,A/F TN 6-SPIN IR SALE PART,2R-1980,SMALL,110
2026,5,2SFR-1980HHTP97,011A,1000,0,2,A/F TN 6-SPIN IR SALE PART,2R-1980,SMALL,110
2026,6,2SFR-1980HHTP97,011A,300000,0,2,A/F TN 6-SPIN IR SALE PART,2R-1980,SMALL,110
2026,6,2SFR-2210X6HH-NTP97,011A,500,0,2,A/F TN 6-SPIN IR SALE PART,2R-2210,SMALL,110
2026,5,2SFR-1560X2ZZ(GM),011G,66359,0,2,RING FORM FOTORY GM,2R-1560,SMALL,Unknown
2026,6,2SFR-1560X2ZZ(GM),011G,519751,0,2,RING FORM FOTORY GM,2R-1560,SMALL,Unknown
2026,7,2SFR-1560X2ZZ(GM),011G,1060623,0,2,RING FORM FOTORY GM,2R-1560,SMALL,Unknown
2026,7,2-608X11SD101H05-N(T),110,304180,0,2,TURNING I/R,2-608,SMALL,110
2026,3,2-608X11SD101H05-NTP93(T),110,902401,0,2,TURNING I/R,2-608,SMALL,110
2026,3,2-608X11SD101H05-NTP97,110,2203,0,2,TURNING I/R,2-608,SMALL,110
2026,2,2R-S1980HHATTP1,110,1403,0,2,TURNING I/R,2R-1980,SMALL,110
2026,6,2R-2210X3SD21-NTP93(T),110,342287,0,2,TURNING I/R,2R-2210,SMALL,110
2026,5,2SF-6000X2ZZ-NTP93(D),110,78211,0,2,TURNING I/R,¡.¾.-00,MIDDLE,110
2026,4,2SF-6000X2ZZ-NTP97,110,5480,0,2,TURNING I/R,¡.¾.-00,MIDDLE,110
2026,7,2SF-6000X2ZZSD21-N,110,11496,0,2,TURNING I/R,¡.¾.-00,MIDDLE,110
2026,3,2SF-608XZZ-NTP93,110,1781862,0,2,TURNING I/R,2-608,SMALL,110
2026,5,2SF-608XZZ-NTP93,110,374114,0,2,TURNING I/R,2-608,SMALL,110
2026,2,2SF-608XZZ-NTP93(DCM),110,252636,0,2,TURNING I/R,2-608,SMALL,110
2026,7,2SF-608X11ZZSD101H05-N,110,418574,0,2,TURNING I/R,2-608,SMALL,110
2026,5,2SF-608X12ZZ-N(T),110,491298,0,2,TURNING I/R,2-608,SMALL,110
2026,3,2SF-608X12ZZ-NTP93,110,426111,0,2,TURNING I/R,2-608,SMALL,110
2026,1,2SF-608X12ZZ-NTP93(T),110,1300295,0,2,TURNING I/R,2-608,SMALL,110
2026,2,2SF-608X12ZZ-NTP93(T),110,1071741,0,2,TURNING I/R,2-608,SMALL,110
2026,3,2SF-608X12ZZ-NTP93(T),110,1161003,0,2,TURNING I/R,2-608,SMALL,110
2026,5,2SF-608X12ZZ-NTP93(T),110,611875,0,2,TURNING I/R,2-608,SMALL,110
2026,6,2SF-608X6ZZSD86-NTP93,110,34876,0,2,TURNING I/R,2-608,SMALL,110
2026,3,2SF-608X6ZZSD86-NTP93(T),110,179468,0,2,TURNING I/R,2-608,SMALL,110
2026,3,2SF-608X6ZZSD86-NTP97,110,2643,0,2,TURNING I/R,2-608,SMALL,110
2026,5,2SF-608X6ZZSD86-NTP97,110,1890,0,2,TURNING I/R,2-608,SMALL,110
2026,5,2SF-608ZZ,110,559909,0,2,TURNING I/R,2-608,SMALL,110
2026,7,2SF-608ZZ,110,201644,0,2,TURNING I/R,2-608,SMALL,110
2026,5,2SF-608ZZ(T),110,3381826,0,2,TURNING I/R,2-608,SMALL,110
2026,2,2SF-608ZZTP93,110,132811,0,2,TURNING I/R,2-608,SMALL,110
2026,5,2SF-608ZZTP93,110,324431,0,2,TURNING I/R,2-608,SMALL,110
2026,1,2SF-608ZZTP93(T),110,4444278,0,2,TURNING I/R,2-608,SMALL,110
2026,5,2SF-608ZZTP93(T),110,2341820,0,2,TURNING I/R,2-608,SMALL,110
2026,3,2SF-608ZZTP97,110,2416,0,2,TURNING I/R,2-608,SMALL,110
2026,6,2SF-609ZZ(T),110,7169,0,2,TURNING I/R,2-609,MIDDLE,110
2026,7,2SF-626XZZ-N(DC),110,27937,0,2,TURNING I/R,2-626,SMALL,110
2026,6,2SF-626XZZSD37-NTP93,110,49735,0,2,TURNING I/R,2-626,SMALL,110
2026,1,2SF-627ZZSD21-NTP93,110,69154,0,2,TURNING I/R,2-627,SMALL,110
2026,2,2SF-627ZZSD21-NTP93,110,46026,0,2,TURNING I/R,2-627,SMALL,110
2026,3,2SF-635XZZ-NTP93,110,148227,0,2,TURNING I/R,2-635,SMALL,110
2026,5,2SFL-1680XHH(T),110,640120,0,2,TURNING I/R,2L-1680,SMALL,110
2026,2,2SFL-1680XHHTP93,110,1155488,0,2,TURNING I/R,2L-1680,SMALL,110
2026,3,2SFL-1680XHHTP93,110,825125,0,2,TURNING I/R,2L-1680,SMALL,110
2026,5,2SFL-1680XHHTP97,110,5323,0,2,TURNING I/R,2L-1680,SMALL,110
2026,5,2SFL-1680X2HH(T),110,179945,0,2,TURNING I/R,2L-1680,SMALL,110
2026,3,2SFL-1680X2HHTP93,110,1917501,0,2,TURNING I/R,2L-1680,SMALL,110
2026,5,2SFL-1680X2HHTP93,110,875061,0,2,TURNING I/R,2L-1680,SMALL,110
2026,5,2SFL-1680X2HHTP97,110,6069,0,2,TURNING I/R,2L-1680,SMALL,110
2026,4,2SFL-1910X5ZZTP93,110,402239,0,2,TURNING I/R,2L-1910,SMALL,110
2026,5,2SFL-2090ZZN7(T),110,579406,0,2,TURNING I/R,2L-2090,SMALL,110
2026,2,2SFL-2090ZZN7ATTP93,110,236854,0,2,TURNING I/R,2L-2090,SMALL,110
2026,3,2SFL-2090ZZN7ATTP93,110,106862,0,2,TURNING I/R,2L-2090,SMALL,110
2026,4,2SFL-2090ZZN7ATTP93,110,162472,0,2,TURNING I/R,2L-2090,SMALL,110
2026,5,2SFL-2090ZZN7ATTP93,110,244371,0,2,TURNING I/R,2L-2090,SMALL,110
2026,3,2SFL-2090ZZN7TP93,110,2103167,0,2,TURNING I/R,2L-2090,SMALL,110
2026,2,2SFL-2090ZZTP93,110,378944,0,2,TURNING I/R,2L-2090,SMALL,110
2026,5,2SFL-2090ZZTP93,110,132981,0,2,TURNING I/R,2L-2090,SMALL,110
2026,5,2SFL-2112HH,110,266824,0,2,TURNING I/R,2L-2112,SMALL,110
2026,1,2SFL-2112HHTP93,110,580635,0,2,TURNING I/R,2L-2112,SMALL,110
2026,3,2SFL-2112HHTP93,110,670487,0,2,TURNING I/R,2L-2112,SMALL,110
2026,6,2SFR-1980HH,110,209300,0,2,TURNING I/R,2R-1980,SMALL,110
2026,3,2SFR-1980HHMTTP93,110,429357,0,2,TURNING I/R,2R-1980,SMALL,110
2026,4,2SFR-1980HHMTTP93,110,278482,0,2,TURNING I/R,2R-1980,SMALL,110
2026,2,2SFR-1980HHTP93,110,703239,0,2,TURNING I/R,2R-1980,SMALL,110
2026,3,2SFR-1980HHTP93,110,352670,0,2,TURNING I/R,2R-1980,SMALL,110
2026,1,2SFR-1980HHTP93(T),110,1611464,0,2,TURNING I/R,2R-1980,SMALL,110
2026,2,2SFR-1980HHTP93(T),110,1319276,0,2,TURNING I/R,2R-1980,SMALL,110
2026,5,2SFR-1980HHTP93(T),110,77758,0,2,TURNING I/R,2R-1980,SMALL,110
2026,5,2SFR-1980HHTP97,110,313396,0,2,TURNING I/R,2R-1980,SMALL,110
2026,6,2SFR-1980HHTP97,110,366609,0,2,TURNING I/R,2R-1980,SMALL,110
2026,3,2SFR-1980X9CV-NTP93(T),110,270975,0,2,TURNING I/R,2R-1980,SMALL,110
2026,2,2SFR-1980X9CV2-NTP93(T),110,240542,0,2,TURNING I/R,2R-1980,SMALL,110
2026,3,2SFR-1980X9CV2-NTP93(T),110,1007630,0,2,TURNING I/R,2R-1980,SMALL,110
2026,5,2SFR-1980X9CV2-NTP93(T),110,158127,0,2,TURNING I/R,2R-1980,SMALL,110
2026,5,2SFR-1980X9HHCV-N(T),110,1209830,0,2,TURNING I/R,2R-1980,SMALL,110
2026,1,2SFR-1980X9HHCV-NTP93,110,402800,0,2,TURNING I/R,2R-1980,SMALL,110
2026,4,2SFR-1980X9HHCV2-N(T),110,149586,0,2,TURNING I/R,2R-1980,SMALL,110
2026,5,2SFR-1980X9HHCV2-N(T),110,983433,0,2,TURNING I/R,2R-1980,SMALL,110
2026,6,2SFR-1980X9HHCV2-N(T),110,750159,0,2,TURNING I/R,2R-1980,SMALL,110
2026,7,2SFR-1980X9HHCV2-N(T),110,1192975,0,2,TURNING I/R,2R-1980,SMALL,110
2026,4,2SFR-2210X3HHSD21-NTP93,110,19612,0,2,TURNING I/R,2R-2210,SMALL,110
2026,6,2SFR-2210X4HH,110,45318,0,2,TURNING I/R,2R-2210,SMALL,110
2026,1,2SFR-2210X4HHTP93,110,302381,0,2,TURNING I/R,2R-2210,SMALL,110
2026,6,2SFR-2210X4HHTP93,110,63185,0,2,TURNING I/R,2R-2210,SMALL,110
2026,6,2SFR-2210X6HH-N(T),110,497251,0,2,TURNING I/R,2R-2210,SMALL,110
2026,1,2SFR-2210X6HH-NTP93,110,87678,0,2,TURNING I/R,2R-2210,SMALL,110
2026,3,2SFR-2210X6HH-NTP93,110,91138,0,2,TURNING I/R,2R-2210,SMALL,110
2026,6,2SFR-2210X6HH-NTP93(T),110,1173,0,2,TURNING I/R,2R-2210,SMALL,110
2026,5,2SFR-2210X6HH-NTP97(T),110,4385,0,2,TURNING I/R,2R-2210,SMALL,110
2026,1,2-608X11SD101H05-NTP93,0110C,11563,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,2,2-608X11SD101H05-NTP93,0110C,12095,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,5,2-608X11SD101H05-NTP93,0110C,23034,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,6,2-608X11SD101H05-NTP93,0110C,124955,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,7,2-608X11SD101H05-NTP93,0110C,76613,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,1,2-608X11SD101H05-NTP93(T),0110C,39803,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,2,2-608X11SD101H05-NTP93(T),0110C,96979,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,3,2-608X11SD101H05-NTP93(T),0110C,21891,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,4,2-608X11SD101H05-NTP93(T),0110C,64088,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,5,2-608X11SD101H05-NTP93(T),0110C,70409,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,6,2-608X11SD101H05-NTP93(T),0110C,12766,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,7,2-608X11SD101H05-NTP93(T),0110C,98641,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,1,2R-2210X3SD21-NTP93(T),0110C,10416,0,2,TURNING IR COMBINE LOT,2R-2210,SMALL,110
2026,2,2R-2210X3SD21-NTP93(T),0110C,20527,0,2,TURNING IR COMBINE LOT,2R-2210,SMALL,110
2026,5,2R-2210X3SD21-NTP93(T),0110C,8217,0,2,TURNING IR COMBINE LOT,2R-2210,SMALL,110
2026,6,2R-2210X3SD21-NTP93(T),0110C,32129,0,2,TURNING IR COMBINE LOT,2R-2210,SMALL,110
2026,7,2R-2210X3SD21-NTP93(T),0110C,17747,0,2,TURNING IR COMBINE LOT,2R-2210,SMALL,110
2026,5,2SF-6000X2ZZ-N(D),0110C,11007,0,2,TURNING IR COMBINE LOT,¡.¾.-00,MIDDLE,110
2026,6,2SF-6000X2ZZ-N(D),0110C,60773,0,2,TURNING IR COMBINE LOT,¡.¾.-00,MIDDLE,110
2026,7,2SF-6000X2ZZ-N(D),0110C,83902,0,2,TURNING IR COMBINE LOT,¡.¾.-00,MIDDLE,110
2026,1,2SF-6000X2ZZ-NTP93(D),0110C,45694,0,2,TURNING IR COMBINE LOT,¡.¾.-00,MIDDLE,110
2026,2,2SF-6000X2ZZ-NTP93(D),0110C,43650,0,2,TURNING IR COMBINE LOT,¡.¾.-00,MIDDLE,110
2026,3,2SF-6000X2ZZ-NTP93(D),0110C,9740,0,2,TURNING IR COMBINE LOT,¡.¾.-00,MIDDLE,110
2026,4,2SF-6000X2ZZ-NTP93(D),0110C,53103,0,2,TURNING IR COMBINE LOT,¡.¾.-00,MIDDLE,110
2026,6,2SF-6000X2ZZ-NTP93(D),0110C,15668,0,2,TURNING IR COMBINE LOT,¡.¾.-00,MIDDLE,110
2026,5,2SF-608XZZ-N,0110C,25343,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,6,2SF-608XZZ-N,0110C,54267,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,7,2SF-608XZZ-N,0110C,54415,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,5,2SF-608XZZ-N(TA),0110C,100117,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,6,2SF-608XZZ-N(TA),0110C,295177,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,7,2SF-608XZZ-N(TA),0110C,336771,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,5,2SF-608XZZ-N(TB),0110C,85301,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,6,2SF-608XZZ-N(TB),0110C,175268,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,7,2SF-608XZZ-N(TB),0110C,234394,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,1,2SF-608XZZ-NTP93,0110C,68128,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,2,2SF-608XZZ-NTP93,0110C,54213,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,3,2SF-608XZZ-NTP93,0110C,52319,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,4,2SF-608XZZ-NTP93,0110C,23171,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,5,2SF-608XZZ-NTP93,0110C,17755,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,1,2SF-608XZZ-NTP93(TA),0110C,44808,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,2,2SF-608XZZ-NTP93(TA),0110C,46826,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,3,2SF-608XZZ-NTP93(TA),0110C,86996,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,4,2SF-608XZZ-NTP93(TA),0110C,90491,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,5,2SF-608XZZ-NTP93(TA),0110C,47549,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,1,2SF-608XZZ-NTP93(TB),0110C,58353,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,2,2SF-608XZZ-NTP93(TB),0110C,12994,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,3,2SF-608XZZ-NTP93(TB),0110C,16986,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,4,2SF-608XZZ-NTP93(TB),0110C,17475,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,5,2SF-608XZZ-NTP93(TB),0110C,117577,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,6,2SF-608XZZ-NTP93(TB),0110C,58965,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,5,2SF-608X12ZZ-N(T),0110C,76475,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,6,2SF-608X12ZZ-N(T),0110C,198262,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,7,2SF-608X12ZZ-N(T),0110C,93875,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,2,2SF-608X12ZZ-NTP93,0110C,20202,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,4,2SF-608X12ZZ-NTP93,0110C,19519,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,1,2SF-608X12ZZ-NTP93(T),0110C,21906,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,2,2SF-608X12ZZ-NTP93(T),0110C,73126,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,4,2SF-608X12ZZ-NTP93(T),0110C,12246,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,5,2SF-608X12ZZ-NTP93(T),0110C,42271,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,6,2SF-608X12ZZ-NTP93(T),0110C,20344,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,3,2SF-608X6ZZSD86-NTP93,0110C,24330,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,5,2SF-608X6ZZSD86-NTP93,0110C,14113,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,6,2SF-608X6ZZSD86-NTP93,0110C,38316,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,7,2SF-608X6ZZSD86-NTP93,0110C,67628,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,5,2SF-608X6ZZSD86-NTP93(T),0110C,15618,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,6,2SF-608ZZ,0110C,45191,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,7,2SF-608ZZ,0110C,12544,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,5,2SF-608ZZ(T),0110C,48868,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,6,2SF-608ZZ(T),0110C,659037,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,7,2SF-608ZZ(T),0110C,217919,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,5,2SF-608ZZSD21-N,0110C,8932,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,7,2SF-608ZZSD21-N,0110C,39888,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,4,2SF-608ZZTP93,0110C,16827,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,1,2SF-608ZZTP93(T),0110C,483313,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,2,2SF-608ZZTP93(T),0110C,132241,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,3,2SF-608ZZTP93(T),0110C,127970,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,4,2SF-608ZZTP93(T),0110C,191891,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,5,2SF-608ZZTP93(T),0110C,90050,0,2,TURNING IR COMBINE LOT,2-608,SMALL,110
2026,6,2SF-609ZZ(T),0110C,13768,0,2,TURNING IR COMBINE LOT,2-609,MIDDLE,110
2026,5,2SF-609ZZSD112-NTP93,0110C,8565,0,2,TURNING IR COMBINE LOT,2-609,MIDDLE,110
2026,3,2SF-609ZZTP93,0110C,13548,0,2,TURNING IR COMBINE LOT,2-609,MIDDLE,110
2026,7,2SF-626XZZ-N,0110C,55807,0,2,TURNING IR COMBINE LOT,2-626,SMALL,110
2026,1,2SF-626XZZ-NTP93,0110C,12536,0,2,TURNING IR COMBINE LOT,2-626,SMALL,110
2026,2,2SF-626XZZ-NTP93,0110C,69868,0,2,TURNING IR COMBINE LOT,2-626,SMALL,110
2026,3,2SF-626XZZ-NTP93,0110C,37722,0,2,TURNING IR COMBINE LOT,2-626,SMALL,110
2026,4,2SF-626XZZ-NTP93,0110C,21725,0,2,TURNING IR COMBINE LOT,2-626,SMALL,110
2026,5,2SF-626XZZ-NTP93,0110C,19700,0,2,TURNING IR COMBINE LOT,2-626,SMALL,110
2026,6,2SF-626XZZ-NTP93,0110C,72687,0,2,TURNING IR COMBINE LOT,2-626,SMALL,110
2026,6,2SF-626XZZSD159-NTP93,0110C,12616,0,2,TURNING IR COMBINE LOT,2-626,SMALL,110
2026,6,2SF-627XZZ-N,0110C,91666,0,2,TURNING IR COMBINE LOT,2-627,SMALL,110
2026,3,2SF-629X2N1ZZ-NTP93,0110C,13373,0,2,TURNING IR COMBINE LOT,2-629,MIDDLE,110
2026,4,2SF-629X2N1ZZ-NTP93,0110C,22671,0,2,TURNING IR COMBINE LOT,2-629,MIDDLE,110
2026,6,2SF-629X2ZZSD25S3-N,0110C,12650,0,2,TURNING IR COMBINE LOT,2-629,MIDDLE,110
2026,2,2SF-635XZZ-NTP93,0110C,19087,0,2,TURNING IR COMBINE LOT,2-635,SMALL,110
2026,4,2SF-635XZZ-NTP93,0110C,16020,0,2,TURNING IR COMBINE LOT,2-635,SMALL,110
2026,5,2SF-635XZZ-NTP93,0110C,4339,0,2,TURNING IR COMBINE LOT,2-635,SMALL,110
2026,6,2SFL-1680XHH(T),0110C,90343,0,2,TURNING IR COMBINE LOT,2L-1680,SMALL,110
2026,7,2SFL-1680XHH(T),0110C,79625,0,2,TURNING IR COMBINE LOT,2L-1680,SMALL,110
2026,1,2SFL-1680XHHTP93,0110C,34878,0,2,TURNING IR COMBINE LOT,2L-1680,SMALL,110
2026,2,2SFL-1680XHHTP93,0110C,76260,0,2,TURNING IR COMBINE LOT,2L-1680,SMALL,110
2026,3,2SFL-1680XHHTP93,0110C,28840,0,2,TURNING IR COMBINE LOT,2L-1680,SMALL,110
2026,4,2SFL-1680XHHTP93,0110C,75140,0,2,TURNING IR COMBINE LOT,2L-1680,SMALL,110
2026,5,2SFL-1680XHHTP93,0110C,104451,0,2,TURNING IR COMBINE LOT,2L-1680,SMALL,110
2026,7,2SFL-1680X2HH(T),0110C,43274,0,2,TURNING IR COMBINE LOT,2L-1680,SMALL,110
2026,1,2SFL-1680X2HHTP93,0110C,72781,0,2,TURNING IR COMBINE LOT,2L-1680,SMALL,110
2026,2,2SFL-1680X2HHTP93,0110C,135399,0,2,TURNING IR COMBINE LOT,2L-1680,SMALL,110
2026,3,2SFL-1680X2HHTP93,0110C,31807,0,2,TURNING IR COMBINE LOT,2L-1680,SMALL,110
2026,4,2SFL-1680X2HHTP93,0110C,52770,0,2,TURNING IR COMBINE LOT,2L-1680,SMALL,110
2026,5,2SFL-1680X2HHTP93,0110C,88468,0,2,TURNING IR COMBINE LOT,2L-1680,SMALL,110
2026,1,2SFL-1910X5ZZTP93,0110C,11174,0,2,TURNING IR COMBINE LOT,2L-1910,SMALL,110
2026,2,2SFL-1910X5ZZTP93,0110C,71805,0,2,TURNING IR COMBINE LOT,2L-1910,SMALL,110
2026,3,2SFL-1910X5ZZTP93,0110C,18198,0,2,TURNING IR COMBINE LOT,2L-1910,SMALL,110
2026,5,2SFL-1910X5ZZTP93,0110C,5556,0,2,TURNING IR COMBINE LOT,2L-1910,SMALL,110
2026,6,2SFL-1910X5ZZTP93,0110C,38663,0,2,TURNING IR COMBINE LOT,2L-1910,SMALL,110
2026,6,2SFL-2090ZZ(T),0110C,46785,0,2,TURNING IR COMBINE LOT,2L-2090,SMALL,110
2026,5,2SFL-2090ZZN7(T),0110C,20266,0,2,TURNING IR COMBINE LOT,2L-2090,SMALL,110
2026,7,2SFL-2090ZZN7(T),0110C,12757,0,2,TURNING IR COMBINE LOT,2L-2090,SMALL,110
2026,3,2SFL-2090ZZN7TP93,0110C,9669,0,2,TURNING IR COMBINE LOT,2L-2090,SMALL,110
2026,5,2SFL-2090ZZN7TP93,0110C,9663,0,2,TURNING IR COMBINE LOT,2L-2090,SMALL,110
2026,1,2SFL-2090ZZTP93,0110C,16717,0,2,TURNING IR COMBINE LOT,2L-2090,SMALL,110
2026,6,2SFL-2112HH,0110C,33937,0,2,TURNING IR COMBINE LOT,2L-2112,SMALL,110
2026,7,2SFL-2112HH,0110C,20951,0,2,TURNING IR COMBINE LOT,2L-2112,SMALL,110
2026,2,2SFL-2112HHTP93,0110C,15144,0,2,TURNING IR COMBINE LOT,2L-2112,SMALL,110
2026,3,2SFL-2112HHTP93,0110C,10836,0,2,TURNING IR COMBINE LOT,2L-2112,SMALL,110
2026,4,2SFL-2112HHTP93,0110C,52729,0,2,TURNING IR COMBINE LOT,2L-2112,SMALL,110
2026,5,2SFL-2112HHTP93,0110C,43441,0,2,TURNING IR COMBINE LOT,2L-2112,SMALL,110
2026,6,2SFR-1980HH,0110C,20952,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,5,2SFR-1980HH(T),0110C,94460,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,6,2SFR-1980HH(T),0110C,127588,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,7,2SFR-1980HH(T),0110C,109679,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,1,2SFR-1980HHTP93,0110C,39271,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,6,2SFR-1980HHTP93,0110C,42174,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,1,2SFR-1980HHTP93(T),0110C,146770,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,2,2SFR-1980HHTP93(T),0110C,67048,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,3,2SFR-1980HHTP93(T),0110C,29334,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,4,2SFR-1980HHTP93(T),0110C,18020,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,2,2SFR-1980X9CV-NTP93(T),0110C,17412,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,1,2SFR-1980X9CV2-NTP93(T),0110C,20026,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,3,2SFR-1980X9CV2-NTP93(T),0110C,9187,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,5,2SFR-1980X9CV2-NTP93(T),0110C,30935,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,5,2SFR-1980X9HHCV-N(T),0110C,55737,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,6,2SFR-1980X9HHCV-N(T),0110C,11996,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,5,2SFR-1980X9HHCV2-N(T),0110C,27319,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,6,2SFR-1980X9HHCV2-N(T),0110C,34467,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
2026,7,2SFR-1980X9HHCV2-N(T),0110C,33831,0,2,TURNING IR COMBINE LOT,2R-1980,SMALL,110
